,Intensity,Name,Glucose Concentration,Modified,Original Filename,Sample Name,Time,Formula,Parent,Parent_Formula,Label
7271,8089.659,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163),"H. [6,6-DD-glc] G9 240min",240min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7272,7188.1915,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164),A. [13C-glc] G9 0min,0min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7273,8728.658,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165),B. [13C-glc] G9 5min,5min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7274,38111.04839,Malate 135/117,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 166),C. [13C-glc] G9 15min,15min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7275,128886.958,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 167),D. [13C-glc] G9 30min,30min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7276,136334.0665,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 168),E. [13C-glc] G9 60min,60min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7277,130939.941,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 169),F. [13C-glc] G9 120min,120min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7278,160465.558,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 170),G. [13C-glc] G9 240min,240min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7279,9885.8835,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 171),"H. [6,6-DD-glc] G9 240min",240min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7280,5391.5665,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 172),A. [13C-glc] G9 0min,0min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7281,7442.324,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 173),B. [13C-glc] G9 5min,5min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7282,27089.0675,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 174),C. [13C-glc] G9 15min,15min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7283,122082.992,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 175),D. [13C-glc] G9 30min,30min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7284,127670.704,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 176),E. [13C-glc] G9 60min,60min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7285,107190.883,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177),F. [13C-glc] G9 120min,120min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7286,109887.0085,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178),G. [13C-glc] G9 240min,240min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7287,7831.375,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179),"H. [6,6-DD-glc] G9 240min",240min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7288,4750.4085,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 180),A. [13C-glc] G9 0min,0min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7289,8216.775,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 181),B. [13C-glc] G9 5min,5min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7290,33507.459,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 182),C. [13C-glc] G9 15min,15min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7291,117590.975,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 183),D. [13C-glc] G9 30min,30min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7292,122210.1495,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 184),E. [13C-glc] G9 60min,60min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7293,81514.966,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 185),F. [13C-glc] G9 120min,120min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7294,153535.0915,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 186),G. [13C-glc] G9 240min,240min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7295,4619.6745,Malate 135/117,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 187),"H. [6,6-DD-glc] G9 240min",240min,C4H3O4,Malate 133/115,C4H5O5,C13_135.0_117.0
7440,0.0,Malate 136/118,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 140),A. [13C-glc] G9 0min,0min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7441,27602.017,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 141),B. [13C-glc] G9 5min,5min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7442,78304.1575,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 142),C. [13C-glc] G9 15min,15min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7443,91151.3015,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 143),D. [13C-glc] G9 30min,30min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7444,135046.5325,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 144),E. [13C-glc] G9 60min,60min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7445,136079.0675,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 145),F. [13C-glc] G9 120min,120min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7446,179461.8745,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 146),G. [13C-glc] G9 240min,240min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7447,249.8432551,Malate 136/118,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 147),"H. [6,6-DD-glc] G9 240min",240min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7448,377.8106054,Malate 136/118,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 148),A. [13C-glc] G9 0min,0min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7449,30168.875,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 149),B. [13C-glc] G9 5min,5min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7450,96409.075,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 150),C. [13C-glc] G9 15min,15min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7451,105138.859,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 151),D. [13C-glc] G9 30min,30min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7452,177158.392,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152),E. [13C-glc] G9 60min,60min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7453,150069.8835,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153),F. [13C-glc] G9 120min,120min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7454,229530.4155,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154),G. [13C-glc] G9 240min,240min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7455,512.183,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 155),"H. [6,6-DD-glc] G9 240min",240min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7456,0.0,Malate 136/118,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 156),A. [13C-glc] G9 0min,0min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7457,33636.6005,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 157),B. [13C-glc] G9 5min,5min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7458,113992.2155,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 158),C. [13C-glc] G9 15min,15min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7459,124134.591,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 159),D. [13C-glc] G9 30min,30min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7460,175103.2835,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 160),E. [13C-glc] G9 60min,60min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7461,138705.6875,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 161),F. [13C-glc] G9 120min,120min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7462,183571.617,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 162),G. [13C-glc] G9 240min,240min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7463,0.0,Malate 136/118,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163),"H. [6,6-DD-glc] G9 240min",240min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7464,641.1915,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164),A. [13C-glc] G9 0min,0min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7465,24264.692,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165),B. [13C-glc] G9 5min,5min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7466,87957.72663,Malate 136/118,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 166),C. [13C-glc] G9 15min,15min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7467,101930.317,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 167),D. [13C-glc] G9 30min,30min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7468,128120.0505,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 168),E. [13C-glc] G9 60min,60min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7469,115150.8665,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 169),F. [13C-glc] G9 120min,120min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7470,148270.5,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 170),G. [13C-glc] G9 240min,240min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7471,0.0,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 171),"H. [6,6-DD-glc] G9 240min",240min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7472,0.0,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 172),A. [13C-glc] G9 0min,0min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7473,16301.783,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 173),B. [13C-glc] G9 5min,5min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7474,67267.617,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 174),C. [13C-glc] G9 15min,15min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7475,106419.742,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 175),D. [13C-glc] G9 30min,30min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7476,113358.075,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 176),E. [13C-glc] G9 60min,60min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7477,99105.7085,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177),F. [13C-glc] G9 120min,120min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7478,106805.5085,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178),G. [13C-glc] G9 240min,240min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7479,0.0,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179),"H. [6,6-DD-glc] G9 240min",240min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7480,0.0,Malate 136/118,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 180),A. [13C-glc] G9 0min,0min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7481,15019.7335,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 181),B. [13C-glc] G9 5min,5min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7482,72145.975,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 182),C. [13C-glc] G9 15min,15min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7483,106550.458,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 183),D. [13C-glc] G9 30min,30min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7484,115788.9995,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 184),E. [13C-glc] G9 60min,60min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7485,84471.434,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 185),F. [13C-glc] G9 120min,120min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7486,140439.658,Malate 136/118,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 186),G. [13C-glc] G9 240min,240min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7487,0.0,Malate 136/118,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 187),"H. [6,6-DD-glc] G9 240min",240min,C4H3O4,Malate 133/115,C4H5O5,C13_136.0_118.0
7632,0.0,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 140),A. [13C-glc] G9 0min,0min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7633,0.0,Malate 137/119,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 141),B. [13C-glc] G9 5min,5min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7634,5776.7,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 142),C. [13C-glc] G9 15min,15min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7635,15918.575,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 143),D. [13C-glc] G9 30min,30min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7636,29140.258,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 144),E. [13C-glc] G9 60min,60min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7637,51091.658,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 145),F. [13C-glc] G9 120min,120min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7638,56228.959,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 146),G. [13C-glc] G9 240min,240min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7639,0.0,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 147),"H. [6,6-DD-glc] G9 240min",240min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7640,0.0,Malate 137/119,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 148),A. [13C-glc] G9 0min,0min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7641,385.1,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 149),B. [13C-glc] G9 5min,5min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7642,5133.783,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 150),C. [13C-glc] G9 15min,15min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7643,18231.434,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 151),D. [13C-glc] G9 30min,30min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7644,43393.2835,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152),E. [13C-glc] G9 60min,60min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7645,51604.5745,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153),F. [13C-glc] G9 120min,120min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7646,77280.458,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154),G. [13C-glc] G9 240min,240min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7647,0.0,Malate 137/119,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 155),"H. [6,6-DD-glc] G9 240min",240min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7648,0.0,Malate 137/119,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 156),A. [13C-glc] G9 0min,0min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7649,1538.541,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 157),B. [13C-glc] G9 5min,5min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7650,5778.759,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 158),C. [13C-glc] G9 15min,15min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7651,20796.1665,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 159),D. [13C-glc] G9 30min,30min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7652,46085.7915,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 160),E. [13C-glc] G9 60min,60min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7653,45958.8675,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 161),F. [13C-glc] G9 120min,120min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7654,63670.5495,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 162),G. [13C-glc] G9 240min,240min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7655,0.0,Malate 137/119,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 163),"H. [6,6-DD-glc] G9 240min",240min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7656,0.0,Malate 137/119,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 164),A. [13C-glc] G9 0min,0min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7657,628.4353708,Malate 137/119,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 165),B. [13C-glc] G9 5min,5min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7658,5137.234,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 166),C. [13C-glc] G9 15min,15min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7659,19382.8495,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 167),D. [13C-glc] G9 30min,30min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7660,29395.683,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 168),E. [13C-glc] G9 60min,60min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7661,32735.1,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 169),F. [13C-glc] G9 120min,120min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7662,51092.917,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 170),G. [13C-glc] G9 240min,240min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7663,0.0,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 171),"H. [6,6-DD-glc] G9 240min",240min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7664,0.0,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 172),A. [13C-glc] G9 0min,0min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7665,0.0,Malate 137/119,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 173),B. [13C-glc] G9 5min,5min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7666,3980.1085,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 174),C. [13C-glc] G9 15min,15min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7667,16814.0325,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 175),D. [13C-glc] G9 30min,30min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7668,31196.5665,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 176),E. [13C-glc] G9 60min,60min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7669,29912.6505,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 177),F. [13C-glc] G9 120min,120min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7670,37741.3665,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 178),G. [13C-glc] G9 240min,240min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7671,0.0,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 179),"H. [6,6-DD-glc] G9 240min",240min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7672,512.183,Malate 137/119,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 180),A. [13C-glc] G9 0min,0min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7673,0.0,Malate 137/119,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 181),B. [13C-glc] G9 5min,5min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7674,1667.6495,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 182),C. [13C-glc] G9 15min,15min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7675,20796.5335,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 183),D. [13C-glc] G9 30min,30min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7676,32222.4505,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 184),E. [13C-glc] G9 60min,60min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7677,25800.941,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 185),F. [13C-glc] G9 120min,120min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7678,46984.8335,Malate 137/119,G9,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 186),G. [13C-glc] G9 240min,240min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
7679,0.0,Malate 137/119,G9,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 187),"H. [6,6-DD-glc] G9 240min",240min,C4H3O4,Malate 133/115,C4H5O5,C13_137.0_119.0
